ISO 639-3,ISO 639-1,Language Name,Alternate Names
tmz,,Tamanaku,
tna,,Tacana,
tnb,,Western Tunebo,
tnc,,Tanimuca-Retuara,
tnd,,Angosturas Tunebo,
tng,,Tobanga,
tnh,,Maiani,
tni,,Tandia,
tnk,,Kwamera,
tnl,,Lenakel,
tnm,,Tabla,
tnn,,North Tanna,
tno,,Toromono,
tnp,,Whitesands,
tnq,,Taino,
tnr,,Menik,
tns,,Tenis,
tnt,,Tontemboan,
tnu,,Tay Khang,
tnv,,Tangchangya,
tnw,,Tonsawang,
tnx,,Tanema,
tny,,Tongwe,
tnz,,Ten'edn,
tob,,Toba,
toc,,Coyutla Totonac,
tod,,Toma,
tof,,Gizrra,
tog,,Tonga <Nyasa>,
toh,,Gitonga,
toi,,Tonga <Zambia>,
toj,,Tojolabal,
tol,,Tolowa,
tom,,Tombulu,
ton,to,Tonga <Tonga Islands>,
too,,Xicotepec De Juarez Totonac,
top,,Papantla Totonac,
toq,,Toposa,
tor,,Togbo-Vara Banda,
tos,,Highland Totonac,
tou,,Tho,
tov,,Upper Taromi,
tow,,Jemez,
tox,,Tobian,
toy,,Topoiyo,
toz,,To,
tpa,,Taupota,
tpc,,Azoyu Me'phaa,
tpe,,Tippera,
tpf,,Tarpia,
tpg,,Kula,
tpi,,Tok Pisin,
tpj,,Tapiete,
tpk,,Tupinikin,
tpl,,Tlacoapa Me'phaa,
tpm,,Tampulma,
tpn,,Tupinamba,
tpo,,Tai Pao,
tpp,,Pisaflores Tepehua,
tpq,,Tukpa,
tpr,,Tupari,
tpt,,Tlachichilco Tepehua,
tpu,,Tampuan,
tpv,,Tanapag,
tpw,,Tupi,
tpx,,Acatepec Me'phaa,
tpy,,Trumai,
tpz,,Tinputz,
tqb,,Tembe,
tql,,Lehali,
tqm,,Turumsa,
tqn,,Tenino,
tqo,,Toaripi,
tqp,,Tomoip,
tqq,,Tunni,
tqr,,Torona,
tqt,,Western Totonac,
tqu,,Touo,
tqw,,Tonkawa,
tra,,Tirahi,
trb,,Terebu,
trc,,Copala Triqui,
trd,,Turi,
tre,,East Tarangan,
trf,,Trinidadian Creole English,
trg,,Lishan Didan,
trh,,Turaka,
tri,,Trio,
trj,,Toram,
trl,,Traveller Scottish,
trm,,Tregami,
trn,,Trinitario,
tro,,Tarao Naga,
trp,,Kok Borok,
trq,,San Martin Itunyoso Triqui,
trr,,Taushiro,
trs,,Chicahuaxtla Triqui,
trt,,Tunggare,
tru,,Turoyo,
trv,,Taroko,
trw,,Torwali,
trx,,Tringgus-Sembaan Bidayuh,
try,,Turung,
trz,,Tora,
tsa,,Tsaangi,
tsb,,Tsamai,
tsc,,Tswa,
tsd,,Tsakonian,
tse,,Tunisian Sign Language,
tsg,,Tausug,
tsh,,Tsuvan,
tsi,,Tsimshian,
tsj,,Tshangla,
tsk,,Tseku,
tsl,,Ts'un-Lao,
tsm,,Turkish Sign Language,
tsn,tn,Tswana,
tso,ts,Tsonga,
tsp,,Northern Toussian,
tsq,,Thai Sign Language,
tsr,,Akei,
tss,,Taiwan Sign Language,
tst,,Tondi Songway Kiini,
tsu,,Tsou,
tsv,,Tsogo,
tsw,,Tsishingini,
tsx,,Mubami,
tsy,,Tebul Sign Language,
tsz,,Purepecha,
tta,,Tutelo,
ttb,,Gaa,
ttc,,Tektiteko,
ttd,,Tauade,
tte,,Bwanabwana,
ttf,,Tuotomb,
ttg,,Tutong,
tth,,Upper Ta'oih,
tti,,Tobati,
ttj,,Tooro,
ttk,,Totoro,
ttl,,Totela,
ttm,,Northern Tutchone,
ttn,,Towei,
tto,,Lower Ta'oih,
ttp,,Tombelala,
ttq,,Tawallammat Tamajaq,
ttr,,Tera,
tts,,Northeastern Thai,Isan; Lao Isan
ttt,,Muslim Tat,
ttu,,Torau,
ttv,,Titan,
ttw,,Long Wat,
tty,,Sikaritai,
ttz,,Tsum,
tua,,Wiarumus,
tub,,Tubatulabal,
tuc,,Mutu,
tud,,Tuxa,
tue,,Tuyuca,
tuf,,Central Tunebo,
tug,,Tunia,
tuh,,Taulil,
tui,,Tupuri,
tuj,,Tugutil,
tuk,tk,Turkmen,
tul,,Tula,
tum,,Tumbuka,
tun,,Tunica,
tuo,,Tucano,
tuq,,Tedaga,
tur,tr,Turkish,
tus,,Tuscarora,
tuu,,Tututni,
tuv,,Turkana,
tux,,Tuxinawa,
tuy,,Tugen,
tuz,,Turka,
tva,,Vaghua,
tvd,,Tsuvadi,
tve,,Te'un,
tvk,,Southeast Ambrym,
tvl,,Tuvalu,
tvm,,Tela-Masbuar,
tvn,,Tavoyan,
tvo,,Tidore,
tvs,,Taveta,
tvt,,Tutsa Naga,
tvu,,Tunen,
tvw,,Sedoa,
tvy,,Timor Pidgin,
twa,,Twana,
twb,,Western Tawbuid,
twc,,Teshenawa,
twd,,Twents,
twe,,Tewa <Indonesia>,
twf,,Northern Tiwa,
twg,,Tereweng,
twh,,Tai Don,
twi,tw,Twi,
twl,,Tawara,
twm,,Tawang Monpa,
twn,,Twendi,
two,,Tswapong,
twp,,Ere,
twq,,Tasawaq,
twr,,Southwestern Tarahumara,
twt,,Turiwara,
twu,,Termanu,
tww,,Tuwari,
twx,,Tewe,
twy,,Tawoyan,
txa,,Tombonuo,
txb,,Tokharian B,Tocharian B; Kuchean
txc,,Tsetsaut,
txe,,Totoli,
txg,,Tangut,
txh,,Thracian,
txi,,Ikpeng,
txj,,Tarjumo,
txm,,Tomini,
txn,,West Tarangan,
txo,,Toto,
txq,,Tii,
txr,,Tartessian,
txs,,Tonsea,
txt,,Citak,
txu,,Kayapo,
txx,,Tatana,
txy,,Tanosy Malagasy,
tya,,Tauya,
tye,,Kyanga,
tyh,,O'du,
tyi,,Teke-Tsaayi,
tyj,,Tai Do,
tyl,,Thu Lao,
tyn,,Kombai,
typ,,Thaypan,
tyr,,Tai Daeng,
tys,,Tay Sa Pa,
tyt,,Tay Tac,
tyu,,Kua,
tyv,,Tuvinian,Tuvan; Tyvan; Tuvin
tyx,,Teke-Tyee,
tyz,,Tay,
tza,,Tanzanian Sign Language,
tzh,,Tzeltal,
tzj,,Tz'utujil,
tzl,,Talossan,
tzm,,Central Atlas Tamazight,
tzn,,Tugun,
tzo,,Tzotzil,
tzx,,Tabriak,
uam,,Uamue,
uan,,Kuan,
uar,,Tairuma,
uba,,Ubang,
ubi,,Ubi,
ubl,,Buhi'non Bikol,
ubr,,Ubir,
ubu,,Umbu-Ungu,
uby,,Ubykh,
uda,,Uda,
ude,,Udihe,
udg,,Muduga,
udi,,Udi,
udj,,Ujir,
udl,,Wuzlam,
udm,,Udmurt,
udu,,Uduk,
ues,,Kioko,
ufi,,Ufim,
uga,,Ugaritic,
ugb,,Kuku-Ugbanh,
uge,,Ughele,
ugn,,Ugandan Sign Language,
ugo,,Ugong,
ugy,,Uruguayan Sign Language,
uha,,Uhami,
uhn,,Damal,
uig,ug,Uighur,
uis,,Uisai,
uiv,,Iyive,
uji,,Tanjijili,
uka,,Kaburi,
ukg,,Ukuriguma,
ukh,,Ukhwejo,
ukk,,Muak Sa-aak,
ukl,,Ukrainian Sign Language,
ukp,,Ukpe-Bayobiri,
ukq,,Ukwa,
ukr,uk,Ukrainian,
uks,,Urubu-Kaapor Sign Language,
uku,,Ukue,
ukw,,Ukwuani-Aboh-Ndoni,
uky,,Kuuk-Yak,
ula,,Fungwa,
ulb,,Ulukwumi,
ulc,,Ulch,
ule,,Lule,
ulf,,Usku,
uli,,Ulithian,
ulk,,Meriam,
ull,,Ullatan,
ulm,,Ulumanda',
uln,,Unserdeutsch,
ulu,,Uma' Lung,
ulw,,Ulwa,
uma,,Umatilla,
umb,,Umbundu,
umc,,Marrucinian,
umd,,Umbindhamu,
umg,,Umbuygamu,
umi,,Ukit,
umm,,Umon,
umn,,Makyan Naga,
umo,,Umotina,
ump,,Umpila,
umr,,Umbugarla,
ums,,Pendau,
umu,,Munsee,
una,,North Watut,
und,,Undetermined,
une,,Uneme,
ung,,Ngarinyin,
unk,,Enawene-Nawe,
unm,,Unami,
unn,,Kurnai,
unr,,Mundari,
unu,,Unubahe,
unx,,Munda,
unz,,Unde Kaili,
upi,,Umeda,
upv,,Uripiv-Wala-Rano-Atchin,
ura,,Urarina,
urb,,Urubu-Kaapor,
urc,,Urningangg,
urd,ur,Urdu,
ure,,Uru,
urf,,Uradhi,
urg,,Urigina,
urh,,Urhobo,
uri,,Urim,
urk,,Urak Lawoi',
url,,Urali,
urm,,Urapmin,
urn,,Uruangnirin,
uro,,Ura <Papua New Guinea>,
urp,,Uru-Pa-In,
urr,,Lehalurup,
urt,,Urat,
uru,,Urumi,
urv,,Uruava,
urw,,Sop,
urx,,Urimo,
ury,,Orya,
urz,,Uru-Eu-Wau-Wau,
usa,,Usarufa,
ush,,Ushojo,
usi,,Usui,
usk,,Usaghade,
usp,,Uspanteco,
usu,,Uya,
uta,,Otank,
ute,,Ute-Southern Paiute,
utp,,Amba <Solomon Islands>,
utr,,Etulo,
utu,,Utu,
uum,,Urum,
uun,,Kulon-Pazeh,
uur,,Ura <Vanuatu>,
uuu,,U,
uve,,West Uvean,
uvh,,Uri,
uvl,,Lote,
uwa,,Kuku-Uwanh,
uya,,Doko-Uyanga,
uzb,uz,Uzbek,
uzn,,Northern Uzbek,
uzs,,Southern Uzbek,
vaa,,Vaagri Booli,
vae,,Vale,
vaf,,Vafsi,
vag,,Vagla,
vah,,Varhadi-Nagpuri,
vai,,Vai,
vaj,,Sekele,
val,,Vehes,
vam,,Vanimo,
van,,Valman,
vao,,Vao,
vap,,Vaiphei,
var,,Huarijio,
vas,,Vasavi,
vau,,Vanuma,
vav,,Varli,
vay,,Wayu,
vbb,,Southeast Babar,
vbk,,Southwestern Bontok,
vec,,Venetian,
ved,,Veddah,
vel,,Veluws,
vem,,Vemgo-Mabas,
ven,ve,Venda,
veo,,Ventureno,
vep,,Veps,
ver,,Mom Jango,
vgr,,Vaghri,
vgt,,Vlaamse Gebarentaal,
vic,,Virgin Islands Creole English,
vid,,Vidunda,
vie,vi,Vietnamese,
vif,,Vili,
vig,,Viemo,
vil,,Vilela,
vin,,Vinza,
vis,,Vishavan,
vit,,Viti,
viv,,Iduna,
vka,,Kariyarra,
vki,,Ija-Zuba,
vkj,,Kujarge,
vkk,,Kaur,
vkl,,Kulisusu,
vkm,,Kamakan,
vko,,Kodeoha,
vkp,,Korlai Creole Portuguese,
vkt,,Tenggarong Kutai Malay,
vku,,Kurrama,
vlp,,Valpei,
vls,,Vlaams,
vma,,Martuyhunira,
vmb,,Barbaram,
vmc,,Juxtlahuaca Mixtec,
vmd,,Mudu Koraga,
vme,,East Masela,
vmf,,Mainfrankisch,
vmg,,Lungalunga,
vmh,,Maraghei,
vmi,,Miwa,
vmj,,Ixtayutla Mixtec,
vmk,,Makhuwa-Shirima,
vml,,Malgana,
vmm,,Mitlatongo Mixtec,
vmp,,Soyaltepec Mazatec,
vmq,,Soyaltepec Mixtec,
vmr,,Marenje,
vms,,Moksela,
vmu,,Muluridyi,
vmv,,Valley Maidu,
vmw,,Makhuwa,
vmx,,Tamazola Mixtec,
vmy,,Ayautla Mazatec,
vmz,,Mazatlan Mazatec,
vnk,,Vano,
vnm,,Vinmavis,
vnp,,Vunapu,
vol,vo,Volapuk,
vor,,Voro,
vot,,Votic,
vra,,Vera'a,
vro,,Voro,
vrs,,Varisi,
vrt,,Burmbar,
vsi,,Moldova Sign Language,
vsl,,Venezuelan Sign Language,
vsv,,Valencian Sign Language,
vto,,Vitou,
vum,,Vumbu,
vun,,Vunjo,
vut,,Vute,
vwa,,Awa <China>,
waa,,Walla Walla,
wab,,Wab,
wac,,Wasco-Wishram,
wad,,Wandamen,
wae,,Walser,
waf,,Wakona,
wag,,Wa'ema,
wah,,Watubela,
wai,,Wares,
waj,,Waffa,
wal,,Wolaytta,
wam,,Wampanoag,Massachusett; Natick; Pokanoket
wan,,Wan,
wao,,Wappo,
wap,,Wapishana,
waq,,Wageman,
war,,Waray,
was,,Washo,
wat,,Kaninuwa,
wau,,Waura,
wav,,Waka,
waw,,Waiwai,
wax,,Watam,
way,,Wayana,
waz,,Wampur,
wba,,Warao,
wbb,,Wabo,
wbe,,Waritai,
wbf,,Wara,
wbh,,Wanda,
wbi,,Vwanji,
wbj,,Alagwa,
wbk,,Waigali,
wbl,,Wakhi,
wbm,,Wa,
wbp,,Warlpiri,
wbq,,Waddar,
wbr,,Wagdi,
wbs,,West Bengal Sign Language,
wbt,,Wanman,
wbv,,Wajarri,
wbw,,Woi,
wca,,Yanomami,
wci,,Waci Gbe,
wdd,,Wandji,
wdg,,Wadaginam,
wdj,,Wadjiginy,
wdk,,Wadikali,
wdu,,Wadjigu,
wdy,,Wadjabangayi,
wea,,Wewaw,
wec,,We Western,
wed,,Wedau,
weg,,Wergaia,
weh,,Weh,
wei,,Kiunum,
wem,,Weme Gbe,
weo,,Wemale,
wep,,Westphalien,
wer,,Weri,
wes,,Cameroon Pidgin,
wet,,Perai,
weu,,Rawngtu Chin,
wew,,Wejewa,
wfg,,Yafi,
wga,,Wagaya,
wgb,,Wagawaga,
wgg,,Wangganguru,
wgi,,Wahgi,
wgo,,Waigeo,
wgu,,Wirangu,
wgy,,Warrgamay,
wha,,Sou Upaa,
whg,,North Wahgi,
whk,,Wahau Kenyah,
whu,,Wahau Kayan,
wib,,Southern Toussian,
wic,,Wichita,
wie,,Wik-Epa,
wif,,Wik-Keyangan,
wig,,Wik-Ngathana,
wih,,Wik-Me'anha,
wii,,Minidien,
wij,,Wik-Iiyanh,
wik,,Wikalkan,
wil,,Wilawila,
wim,,Wik-Mungkan,
win,,Ho-Chunk,
wir,,Wirafed,
wiu,,Wiru,
wiv,,Vitu,
wiy,,Wiyot,
wja,,Waja,
wji,,Warji,
wka,,Kw'adza,
wkb,,Kumbaran,
wkd,,Wakde,
wkl,,Kalanadi,
wku,,Kunduvadi,
wkw,,Wakawaka,
wky,,Wangkayutyuru,
wla,,Walio,
wlc,,Mwali Comorian,
wle,,Wolane,
wlg,,Kunbarlang,
wli,,Waioli,
wlk,,Wailaki,
wll,,Wali <Sudan>,
wlm,,Middle Welsh,Cymraeg Canol
wln,wa,Walloon,
wlo,,Wolio,
wlr,,Wailapa,
wls,,Wallisian,
wlu,,Wuliwuli,
wlv,,Wichi Lhamtes Vejoz,
wlw,,Walak,
wlx,,Wali <Ghana>,
wly,,Waling,
wma,,Mawa <Nigeria>,
wmb,,Wambaya,
wmc,,Wamas,
wmd,,Mamainde,
wme,,Wambule,
wmh,,Waima'a,
wmi,,Wamin,
wmm,,Maiwa <Indonesia>,
wmn,,Waamwang,
wmo,,Wom <Papua New Guinea>,
wms,,Wambon,
wmt,,Walmajarri,
wmw,,Mwani,
wmx,,Womo,
wnb,,Wanambre,
wnc,,Wantoat,
wnd,,Wandarang,
wne,,Waneci,
wng,,Wanggom,
wni,,Ndzwani Comorian,
wnk,,Wanukaka,
wnm,,Wanggamala,
wnn,,Wunumara,
wno,,Wano,
wnp,,Wanap,
wnu,,Usan,
wnw,,Wintu,
wny,,Wanyi,
woa,,Tyaraity,
wob,,We Northern,
woc,,Wogeo,
wod,,Wolani,
woe,,Woleaian,
wof,,Gambian Wolof,
wog,,Wogamusin,
woi,,Kamang,
wok,,Longto,
wol,wo,Wolof,
wom,,Wom <Nigeria>,
won,,Wongo,
woo,,Manombai,
wor,,Woria,
wos,,Hanga Hundi,
wow,,Wawonii,
woy,,Weyto,
wpc,,Maco,
wra,,Warapu,
wrb,,Warluwara,
wrd,,Warduji,
wrg,,Warungu,
wrh,,Wiradhuri,
wri,,Wariyangga,
wrk,,Garrwa,
wrl,,Warlmanpa,
wrm,,Warumungu,
wrn,,Warnang,
wro,,Worrorra,
wrp,,Waropen,
wrr,,Wardaman,
wrs,,Waris,
wru,,Waru,
wrv,,Waruna,
wrw,,Gugu Warra,
wrx,,Wae Rana,
wry,,Merwari,
wrz,,Waray <Australia>,
wsa,,Warembori,
wsg,,Adilabad Gondi,
wsi,,Wusi,
wsk,,Waskia,
wsr,,Owenia,
wss,,Wasa,
wsu,,Wasu,
wsv,,Wotapuri-Katarqalai,
wtf,,Watiwa,
wth,,Wathawurrung,
wti,,Berta,
wtk,,Watakataui,
wtm,,Mewati,
wtw,,Wotu,
wua,,Wikngenchera,
wub,,Wunambal,
wud,,Wudu,
wuh,,Wutunhua,
wul,,Silimo,
wum,,Wumbvu,
wun,,Bungu,
wur,,Wurrugu,
wut,,Wutung,
wuu,,Wu Chinese,Shanghainese
wuv,,Wuvulu-Aua,
wux,,Wulna,
wuy,,Wauyai,
wwa,,Waama,
wwb,,Wakabunga,
wwo,,Wetamut,
wwr,,Warrwa,
www,,Wawa,
wxa,,Waxianghua,
wxw,,Wardandi,
wya,,Wyandot,
wyb,,Wangaaybuwan-Ngiyambaa,
wyi,,Woiwurrung,
wym,,Wymysorys,
wyr,,Wayoro,
wyy,,Western Fijian,
xaa,,Andalusian Arabic,Andalusi Arabic
xab,,Sambe,
xac,,Kachari,
xad,,Adai,
xae,,Aequian,
xag,,Aghwan,
xai,,Kaimbe,
xaj,,Ararandewara,
xak,,Maku,
xal,,Kalmyk,
xam,,Xam,
xan,,Xamtanga,
xao,,Khao,
xap,,Apalachee,
xaq,,Aquitanian,
xar,,Karami,
xas,,Kamas,
xat,,Katawixi,
xau,,Kauwera,
xav,,Xavante,
xaw,,Kawaiisu,
xay,,Kayan Mahakam,
xbb,,Lower Burdekin,
xbc,,Bactrian,
xbd,,Bindal,
xbe,,Bigambal,
xbg,,Bunganditj,
xbi,,Kombio,
xbj,,Birrpayi,
xbm,,Middle Breton,
xbn,,Kenaboi,
xbo,,Bolgarian,
xbp,,Bibbulman,
xbr,,Kambera,
xbw,,Kambiwa,
xby,,Batyala,
xcb,,Cumbric,
xcc,,Camunic,
xce,,Celtiberian,
xcg,,Cisalpine Gaulish,
xch,,Chemakum,
xcl,,Classical Armenian,Old Armenian; Liturgical Armenian
xcm,,Comecrudo,
xcn,,Cotoname,
xco,,Chorasmian,
xcr,,Carian,
xct,,Classical Tibetan,
xcu,,Curonian,
xcv,,Chuvantsy,
xcw,,Coahuilteco,
xcy,,Cayuse,
xda,,Darkinyung,
xdc,,Dacian,
xdk,,Dharuk,
xdm,,Edomite,
xdo,,Kwandu,
xdy,,Malayic Dayak,
xeb,,Eblan,
xed,,Hdi,
xeg,,Xegwi,
xel,,Kelo,
xem,,Kembayan,
xep,,Epi-Olmec,
xer,,Xerente,
xes,,Kesawai,
xet,,Xeta,
xeu,,Keoru-Ahia,
xfa,,Faliscan,
xga,,Galatian,
xgb,,Gbin,
xgd,,Gudang,
xgf,,Gabrielino-Fernandeno,
xgg,,Goreng,
xgi,,Garingbal,
xgl,,Galindan,
xgm,,Dharumbal,
xgr,,Garza,
xgu,,Unggumi,
xgw,,Guwa,
xha,,Harami,
xhc,,Hunnic,
xhd,,Hadrami,
xhe,,Khetrani,
xho,xh,Xhosa,
xhr,,Hernican,
xht,,Hattic,Hattian
xhu,,Hurrian,
xhv,,Khua,
xib,,Iberian,
xii,,Xiri,
xil,,Illyrian,
xin,,Xinca,
xir,,Xiriana,
xis,,Kisan,
xiv,,Indus Valley Language,
xiy,,Xipaya,
xjb,,Minjungbal,
xjt,,Jaitmatang,
xka,,Kalkoti,
xkb,,Northern Nago,
xkc,,Kho'ini,
xkd,,Mendalam Kayan,
xke,,Kereho,
xkf,,Khengkha,
xkg,,Kagoro,
xki,,Kenyan Sign Language,
xkj,,Kajali,
xkk,,Kaco',
xkl,,Mainstream Kenyah,
xkn,,Kayan River Kayan,
xko,,Kiorr,
xkp,,Kabatei,
xkq,,Koroni,
xkr,,Xakriaba,
xks,,Kumbewaha,
xkt,,Kantosi,
xku,,Kaamba,
xkv,,Kgalagadi,
xkw,,Kembra,
xkx,,Karore,
xky,,Uma' Lasan,
xkz,,Kurtokha,
xla,,Kamula,
xlb,,Loup B,
xlc,,Lycian,
xld,,Lydian,
xle,,Lemnian,
xlg,,Ancient Ligurian,
xli,,Liburnian,
xln,,Alanic,
xlo,,Loup A,
xlp,,Lepontic,
xls,,Lusitanian,
xlu,,Cuneiform Luwian,
xly,,Elymian,
xma,,Mushungulu,
xmb,,Mbonga,
xmc,,Makhuwa-Marrevone,
xmd,,Mbudum,
xme,,Median,
xmf,,Mingrelian,
xmg,,Mengaka,
xmh,,Kuku-Muminh,
xmj,,Majera,
xmk,,Ancient Macedonian,
xml,,Malaysian Sign Language,
xmm,,Manado Malay,
xmn,,Manichaean Middle Persian,
xmo,,Morerebi,
xmp,,Kuku-Mu'inh,
xmq,,Kuku-Mangk,
xmr,,Meroitic,Kushite
xms,,Moroccan Sign Language,
xmt,,Matbat,
xmu,,Kamu,
xmv,,Antankarana Malagasy,
xmw,,Tsimihety Malagasy,
xmx,,Maden,
xmy,,Mayaguduna,
xmz,,Mori Bawah,
xna,,Ancient North Arabian,
xnb,,Kanakanabu,
xng,,Middle Mongolian,
xnh,,Kuanhua,
xni,,Ngarigu,
xnk,,Nganakarti,
xnn,,Northern Kankanay,
xno,,Anglo-Norman,
xnr,,Kangri,
xns,,Kanashi,
xnt,,Narragansett,
xnu,,Nukunul,
xny,,Nyiyaparli,
xnz,,Kenzi,
xoc,,O'chi'chi',
xod,,Kokoda,
xog,,Soga,
xoi,,Kominimung,
xok,,Xokleng,
xom,,Komo <Sudan>,
xon,,Konkomba,
xoo,,Xukuru,
xop,,Kopar,
xor,,Korubo,
xow,,Kowaki,
xpa,,Pirriya,
xpc,,Pecheneg,
xpe,,Liberia Kpelle,
xpg,,Phrygian,
xpi,,Pictish,
xpj,,Mpalitjanh,
xpk,,Kulina Pano,
xpm,,Pumpokol,
xpn,,Kapinawa,
xpo,,Pochutec,
xpp,,Puyo-Paekche,
xpq,,Mohegan-Pequot,
xpr,,Parthian,
xps,,Pisidian,
xpt,,Punthamara,
xpu,,Punic,
xpy,,Puyo,
xqa,,Karakhanid,
xqt,,Qatabanian,
xra,,Kraho,
xrb,,Eastern Karaboro,
xrd,,Gundungurra,
xre,,Kreye,
xrg,,Minang,
xri,,Krikati-Timbira,
xrm,,Armazic,
xrn,,Arin,
xrq,,Karranga,
xrr,,Raetic,
xrt,,Aranama-Tamique,
xru,,Marriammu,
xrw,,Karawa,
xsa,,Sabaean,
xsb,,Sambal,
xsc,,Scythian,
xsd,,Sidetic,
xse,,Sempan,
xsh,,Shamang,
xsi,,Sio,
xsl,,South Slavey,
xsm,,Kasem,
xsn,,Sanga <Nigeria>,
xso,,Solano,
xsp,,Silopi,
xsq,,Makhuwa-Saka,
xsr,,Sherpa,
xss,,Assan,
xsu,,Sanuma,
xsv,,Sudovian,
xsy,,Saisiyat,
xta,,Alcozauca Mixtec,
xtb,,Chazumba Mixtec,
xtc,,Katcha-Kadugli-Miri,
xtd,,Diuxi-Tilantongo Mixtec,
xte,,Ketengban,
xtg,,Transalpine Gaulish,
xth,,Yitha Yitha,
xti,,Sinicahua Mixtec,
xtj,,San Juan Teita Mixtec,
xtl,,Tijaltepec Mixtec,
xtm,,Magdalena Penasco Mixtec,
xtn,,Northern Tlaxiaco Mixtec,
xto,,Tokharian A,Tocharian A; Agnean
xtp,,San Miguel Piedras Mixtec,
xtq,,Tumshuqese,
xtr,,Early Tripuri,
xts,,Sindihui Mixtec,
xtt,,Tacahua Mixtec,
xtu,,Cuyamecalco Mixtec,
xtv,,Thawa,
xtw,,Tawande,
xty,,Yoloxochitl Mixtec,
xtz,,Tasmanian,
xua,,Alu Kurumba,
xub,,Betta Kurumba,
xud,,Umiida,
xug,,Kunigami,
xuj,,Jennu Kurumba,
xul,,Ngunawal,
xum,,Umbrian,
xun,,Unggaranggu,
xuo,,Kuo,
xup,,Upper Umpqua,
xur,,Urartian,
xut,,Kuthant,
xuu,,Kxoe,
xve,,Venetic,
xvi,,Kamviri,
xvn,,Vandalic,
xvo,,Volscian,
xvs,,Vestinian,
xwa,,Kwaza,
xwc,,Woccon,
xwd,,Wadi Wadi,
xwe,,Xwela Gbe,
xwg,,Kwegu,
xwj,,Wajuk,
xwk,,Wangkumara,
xwl,,Western Xwla Gbe,
xwo,,Written Oirat,
xwr,,Kwerba Mamberamo,
xwt,,Wotjobaluk,
xww,,Wemba Wemba,
xxb,,Boro <Ghana>,
xxk,,Ke'o,
xxm,,Minkin,
xxr,,Koropo,
xxt,,Tambora,
xya,,Yaygir,
xyb,,Yandjibara,
xyj,,Mayi-Yapi,
xyk,,Mayi-Kulan,
xyl,,Yalakalore,
xyt,,Mayi-Thakurti,
xyy,,Yorta Yorta,
xzh,,Zhang-Zhung,
xzm,,Zemgalian,
xzp,,Ancient Zapotec,
yaa,,Yaminahua,
yab,,Yuhup,
yac,,Pass Valley Yali,
yad,,Yagua,
yae,,Pume,
yaf,,Yaka <Democratic Republic of Congo>,
yag,,Yamana,
yah,,Yazgulyam,
yai,,Yagnobi,
yaj,,Banda-Yangere,
yak,,Yakama,
yal,,Yalunka,
yam,,Yamba,
yan,,Mayangna,
yao,,Yao,
yap,,Yapese,
yaq,,Yaqui,
yar,,Yabarana,
yas,,Nugunu <Cameroon>,
yat,,Yambeta,
yau,,Yuwana,
yav,,Yangben,
yaw,,Yawalapiti,
yax,,Yauma,
yay,,Agwagwune,
yaz,,Lokaa,
yba,,Yala,
ybb,,Yemba,
ybe,,West Yugur,
ybh,,Yakha,
ybi,,Yamphu,
ybj,,Hasha,
ybk,,Bokha,
ybl,,Yukuben,
ybm,,Yaben,
ybn,,Yabaana,
ybo,,Yabong,
ybx,,Yawiyo,
yby,,Yaweyuha,
ych,,Chesu,
ycl,,Lolopo,
ycn,,Yucuna,
ycp,,Chepya,
yda,,Yanda,
ydd,,Eastern Yiddish,
yde,,Yangum Dey,
ydg,,Yidgha,
ydk,,Yoidik,
yea,,Ravula,
yec,,Yeniche,
yee,,Yimas,
yei,,Yeni,
yej,,Yevanic,
yel,,Yela,
yer,,Tarok,
yes,,Nyankpa,
yet,,Yetfa,
yeu,,Yerukula,
yev,,Yapunda,
yey,,Yeyi,
yga,,Malyangapa,
ygi,,Yiningayi,
ygl,,Yangum Gel,
ygm,,Yagomi,
ygp,,Gepo,
ygr,,Yagaria,
ygs,,Yolŋu Sign Language,
ygu,,Yugul,
ygw,,Yagwoia,
yha,,Baha Buyang,
yhd,,Judeo-Iraqi Arabic,
yhl,,Hlepho Phowa,
yhs,,Yan-nhangu Sign Language,
yia,,Yinggarda,
yid,yi,Yiddish,
yif,,Ache,
yig,,Wusa Nasu,
yih,,Western Yiddish,
yii,,Yidiny,
yij,,Yindjibarndi,
yik,,Dongshanba Lalo,
yil,,Yindjilandji,
yim,,Yimchungru Naga,
yin,,Yinchia,
yip,,Pholo,
yiq,,Miqie,
yir,,North Awyu,
yis,,Yis,
yit,,Eastern Lalu,
yiu,,Awu,
yiv,,Northern Nisu,
yix,,Axi Yi,
yiz,,Azhe,
yka,,Yakan,
ykg,,Northern Yukaghir,
yki,,Yoke,
ykk,,Yakaikeke,
ykl,,Khlula,
ykm,,Kap,
ykn,,Kua-nsi,
yko,,Yasa,
ykr,,Yekora,
ykt,,Kathu,
yku,,Kuamasi,
yky,,Yakoma,
yla,,Yaul,
ylb,,Yaleba,
yle,,Yele,
ylg,,Yelogu,
yli,,Angguruk Yali,
yll,,Yil,
ylm,,Limi,
yln,,Langnian Buyang,
ylo,,Naluo Yi,
ylr,,Yalarnnga,
ylu,,Aribwaung,
yly,,Nyalayu,
ymb,,Yambes,
ymc,,Southern Muji,
ymd,,Muda,
yme,,Yameo,
ymg,,Yamongeri,
ymh,,Mili,
ymi,,Moji,
ymk,,Makwe,
yml,,Iamalele,
ymm,,Maay,
ymn,,Yamna,
ymo,,Yangum Mon,
